,items,sentiment_score_definition,relevance_score_definition,feed
27,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""TOUR DE TURTLES CELEBRATES SEA TURTLES, SUPERNATURAL AND SCIENCE AT DISNEY'S VERO BEACH RESORT - Walt Disney  ( NYSE:DIS ) "", 'url': 'https://www.benzinga.com/pressreleases/23/07/n33465428/tour-de-turtles-celebrates-sea-turtles-supernatural-and-science-at-disneys-vero-beach-resort', 'time_published': '20230731T100000', 'authors': ['PRNewswire'], 'summary': '16TH annual event features turtles named after characters in Disney\'s frighteningly fun adventure movie, ""Haunted Mansion,"" now playing in theaters.', 'banner_image': 'https://www.benzinga.com/next-assets/images/schema-image-default.png', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [], 'overall_sentiment_score': 0.217172, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.041323', 'ticker_sentiment_score': '0.099352', 'ticker_sentiment_label': 'Neutral'}]}"
28,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""CORRECTION: Disney, Pokémon, Mattel and More Named License Global's Top Global Licensors"", 'url': 'https://markets.businessinsider.com/news/stocks/correction-disney-pok%C3%A9mon-mattel-and-more-named-license-global-s-top-global-licensors-1032491035', 'time_published': '20230729T053845', 'authors': ['PRESS RELEASE ACCESSWIRE'], 'summary': 'License Global printed an incorrect figure for the 2022 annual retail sales for Authentic Brands Group in its previous release of the Top Global Licensors report, issued on July 27, 2023. The corrected figure for 2022 is $24.1B ( E ) .', 'banner_image': 'https://www.accesswire.com/users/newswire/images/770784/52socialmedia1200627.png', 'source': 'Business Insider', 'category_within_source': 'GoogleRSS', 'source_domain': 'markets.businessinsider.com', 'topics': [{'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.324829, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'MAT', 'relevance_score': '0.041394', 'ticker_sentiment_score': '0.275668', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IFPJF', 'relevance_score': '0.164468', 'ticker_sentiment_score': '0.205327', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.041394', 'ticker_sentiment_score': '0.19235', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
29,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Progressives' embrace of Disney in battle with Ron DeSantis over LGBTQ rights comes with risks - .com"", 'url': 'https://www.upi.com/Voices/2023/07/27/Disney-Ron-DeSantis-LGBTQ-rights-risks/2641690461197/', 'time_published': '20230727T132540', 'authors': [], 'summary': ""Progressives' embrace of Disney in battle over LGBTQ rights comes with risks UPI News ..."", 'banner_image': 'https://cdnph.upi.com/sv/ph/og/upi/2641690461197/2023/1/66075de17aee82ec24b91bfde8292348/v1.5/Progressives-embrace-of-Disney-in-battle-over-LGBTQ-rights-comes-with-risks.jpg', 'source': 'UPI Business', 'category_within_source': 'n/a', 'source_domain': 'www.upi.com', 'topics': [{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}], 'overall_sentiment_score': 0.100057, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'TGT', 'relevance_score': '0.03448', 'ticker_sentiment_score': '0.248666', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CCZ', 'relevance_score': '0.03448', 'ticker_sentiment_score': '0.209335', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'KO', 'relevance_score': '0.03448', 'ticker_sentiment_score': '0.10612', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DAL', 'relevance_score': '0.03448', 'ticker_sentiment_score': '0.10612', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.03448', 'ticker_sentiment_score': '-0.070832', 'ticker_sentiment_label': 'Neutral'}]}"
30,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""A Brexit Champion's Feud With His Elite Bank Brings a C.E.O. Down"", 'url': 'https://www.nytimes.com/2023/07/26/world/europe/natwest-nigel-farage-coutts-bank.html', 'time_published': '20230726T184630', 'authors': ['Mark Landler'], 'summary': 'Nigel Farage, a political insurgent and ally of Donald J. Trump, exposed his bank for dropping him over ""reputational risks."" Some analysts say he could parlay his situation into a comeback.', 'banner_image': 'https://static01.nyt.com/images/2023/07/26/multimedia/26uk-farage-1-jlvm/26uk-farage-1-jlvm-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'source': 'New York Times', 'category_within_source': 'Business', 'source_domain': 'www.nytimes.com', 'topics': [{'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.158519'}], 'overall_sentiment_score': -0.03594, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.032294', 'ticker_sentiment_score': '0.120222', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NWG', 'relevance_score': '0.064536', 'ticker_sentiment_score': '-0.163793', 'ticker_sentiment_label': 'Somewhat-Bearish'}]}"
31,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'ESPN considers adding sports leagues as partners as it transitions from cable to digital', 'url': 'https://apnews.com/article/espn-future-league-partnerships-cffe2022b47bb8514bc52aa848a5f352', 'time_published': '20230726T033300', 'authors': ['JOE REEDY'], 'summary': 'SANTA MONICA, Calif. ( AP ) - ESPN chairman Jimmy Pitaro said the network could take on a sports league as a minority partner as the network continues its transition from a cable channel to a digital company. ""I will emphasize that we believe there are parties out there that can help us on the ...', 'banner_image': 'https://dims.apnews.com/dims4/default/315ccc3/2147483647/strip/true/crop/3360x2237+0+2/resize/320x213!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2F12%2Fcd%2F15bbae3f23e356ac0cccfd05bc16%2F1697a4c6b439465986d8cde18c687b0a', 'source': 'Associated Press', 'category_within_source': 'Business', 'source_domain': 'apnews.com', 'topics': [{'topic': 'Financial Markets', 'relevance_score': '0.108179'}], 'overall_sentiment_score': 0.102897, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.08687', 'ticker_sentiment_score': '0.095728', 'ticker_sentiment_label': 'Neutral'}]}"
32,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Bryan Cranston, Jessica Chastain join star-studded Times Square rally of striking actors and writers', 'url': 'https://apnews.com/article/actors-times-square-protest-e44778c713e801ecfce440451d39e116', 'time_published': '20230725T195600', 'authors': ['JAKE COYLE'], 'summary': 'NEW YORK ( AP ) - SAG-AFTRA held its largest and most star-studded rally yet Tuesday in Times Square in a picket sign-waving show of solidarity 12 days into A day after a Variety report that have hit picket lines thus far, the rally Tuesday boasted more star wattage than perhaps any single ...', 'banner_image': 'https://dims.apnews.com/dims4/default/69a28ff/2147483647/strip/true/crop/5428x3051+0+284/resize/500x281!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2Fde%2Feb%2Fc7b5bf64536502b832e0bf74e072%2Fd43fc66fbf24488c936e19c5c347caa3', 'source': 'Associated Press', 'category_within_source': 'Markets', 'source_domain': 'apnews.com', 'topics': [], 'overall_sentiment_score': 0.109816, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'WBD', 'relevance_score': '0.048919', 'ticker_sentiment_score': '0.136004', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.048919', 'ticker_sentiment_score': '0.05698', 'ticker_sentiment_label': 'Neutral'}]}"
33,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'SONY: Buy, Hold or Sell: What Should You Do With These 3 Media Producer Stocks?', 'url': 'https://stocknews.com/news/sony-tme-dis-buy-hold-or-sell-what-should-you-do-with-these/', 'time_published': '20230725T145730', 'authors': ['StockNews.com Staff'], 'summary': 'The entertainment industry has been under pressure as a result of macroeconomic uncertainties. So, I think it could be wise to wait for a better entry point in Sony Group Corporation ( SONY ) and Tencent Music Entertainment Group ( TME ) for reasons discussed throughout this article.', 'banner_image': 'https://stocknews.com/wp-content/uploads/2022/06/shutterstock_174273320-scaled.jpg', 'source': 'Stocknews.com', 'category_within_source': 'n/a', 'source_domain': 'stocknews.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.999975'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.54554'}], 'overall_sentiment_score': 0.193502, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'SNEJF', 'relevance_score': '0.261517', 'ticker_sentiment_score': '0.245912', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SZIHF', 'relevance_score': '0.03804', 'ticker_sentiment_score': '0.097343', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TME', 'relevance_score': '0.188486', 'ticker_sentiment_score': '0.150997', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TCTZF', 'relevance_score': '0.03804', 'ticker_sentiment_score': '0.047961', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.297211', 'ticker_sentiment_score': '0.154623', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
34,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Lululemon Athletica To Rally Around 12%? Here Are 10 Other Analyst Forecasts For Tuesday - Alnylam Pharmaceuticals  ( NASDAQ:ALNY ) , Cadence Design Sys  ( NASDAQ:CDNS ) ', 'url': 'https://www.benzinga.com/news/23/07/33365670/lululemon-athletica-to-rally-around-12-here-are-10-other-analyst-forecasts-for-tuesday', 'time_published': '20230725T115103', 'authors': ['Lisa Levin'], 'summary': 'Needham raised the price target for F5, Inc. FFIV from $175 to $180. Needham analyst Alex Henderson maintained a Buy rating. F5 shares jumped 11.2% to $167.00 in pre-market trading. Barclays raised HubSpot, Inc. HUBS price target from $425 to $525. Barclays analyst Ryan Macwilliams maintained an ...', 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/07/25/lululemon_athletica_-_logo.jpg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'Trading', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.658903'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}], 'overall_sentiment_score': 0.002423, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'C', 'relevance_score': '0.18967', 'ticker_sentiment_score': '0.105407', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.18967', 'ticker_sentiment_score': '0.301382', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MS', 'relevance_score': '0.18967', 'ticker_sentiment_score': '-0.119448', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ALNY', 'relevance_score': '0.281153', 'ticker_sentiment_score': '-0.159647', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GS', 'relevance_score': '0.18967', 'ticker_sentiment_score': '-0.13201', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FFIV', 'relevance_score': '0.18967', 'ticker_sentiment_score': '0.108384', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.18967', 'ticker_sentiment_score': '-0.117471', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DPZ', 'relevance_score': '0.18967', 'ticker_sentiment_score': '0.105407', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DMPZF', 'relevance_score': '0.095517', 'ticker_sentiment_score': '0.07446', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LULU', 'relevance_score': '0.18967', 'ticker_sentiment_score': '-0.058325', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ROP', 'relevance_score': '0.281153', 'ticker_sentiment_score': '0.134791', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BCS', 'relevance_score': '0.18967', 'ticker_sentiment_score': '0.115828', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CDNS', 'relevance_score': '0.18967', 'ticker_sentiment_score': '-0.149013', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PGR', 'relevance_score': '0.281153', 'ticker_sentiment_score': '-0.162248', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'HUBS', 'relevance_score': '0.281153', 'ticker_sentiment_score': '0.158014', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ZVIA', 'relevance_score': '0.281153', 'ticker_sentiment_score': '-0.179091', 'ticker_sentiment_label': 'Somewhat-Bearish'}]}"
35,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""What's Going On With Disney Stock Today? - Walt Disney  ( NYSE:DIS ) "", 'url': 'https://www.benzinga.com/news/23/07/33353220/whats-going-on-with-disney-stock-today', 'time_published': '20230724T195347', 'authors': ['Ryan Gustafson'], 'summary': 'The Walt Disney Company DIS shares are trading lower Monday. Evercore lowered its price target on the stock and new reports suggest the company is delaying some 2023 movie releases amid strikes.', 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/07/24/popcorn-g08b296fed_1280.jpg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'News', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Financial Markets', 'relevance_score': '0.161647'}], 'overall_sentiment_score': -0.014626, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.756001', 'ticker_sentiment_score': '-0.128317', 'ticker_sentiment_label': 'Neutral'}]}"
36,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'VeeFriends Partners With Squishmallows: How You Can Get A Toy From Companies Owned By Gary Vee, Warren Buffett - Berkshire Hathaway Inc. Common Stock  ( NYSE:BRK/A ) ', 'url': 'https://www.benzinga.com/markets/cryptocurrency/23/07/33348806/veefriends-partners-with-squishmallows-how-you-can-get-a-toy-from-companies-owned-by-gary-', 'time_published': '20230724T160008', 'authors': ['Chris Katje'], 'summary': ""Popular entertainment company and non-fungible token collections VeeFriends announced a partnership with one of the hottest toys of the last two years on Monday. Here's a look at the partnership, how you can get the new product and why Squishmallows is so popular."", 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/07/24/veefriends.jpg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'Markets', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Blockchain', 'relevance_score': '0.310843'}], 'overall_sentiment_score': 0.367497, 'overall_sentiment_label': 'Bullish', 'ticker_sentiment': [{'ticker': 'MAT', 'relevance_score': '0.107016', 'ticker_sentiment_score': '-0.147833', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MDNDF', 'relevance_score': '0.053629', 'ticker_sentiment_score': '0.149732', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'M', 'relevance_score': '0.107016', 'ticker_sentiment_score': '0.175468', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BRK-A', 'relevance_score': '0.107016', 'ticker_sentiment_score': '0.134705', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.053629', 'ticker_sentiment_score': '0.149732', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:ETH', 'relevance_score': '0.212115', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BRK', 'relevance_score': '0.107016', 'ticker_sentiment_score': '0.176316', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
37,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Netflix Isn't Developing Native App For Apple Vision Pro, But It Might Do This - Netflix  ( NASDAQ:NFLX ) , Meta Platforms  ( NASDAQ:META ) , Amazon.com  ( NASDAQ:AMZN ) , Walt Disney  ( NYSE:DIS ) "", 'url': 'https://www.benzinga.com/general/entertainment/23/07/33336788/netflix-isnt-developing-native-app-for-apple-vision-pro-but-it-might-do-this', 'time_published': '20230724T041252', 'authors': ['Ananya Gairola'], 'summary': ""Apple Inc.'s AAPL first-generation mixed-reality headset, the Vision Pro, has made significant ripples in the market, but one major streaming player, Netflix, Inc. NFLX, might not develop a native app."", 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/Apple_Vision_Pro_5.jpeg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'News', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}], 'overall_sentiment_score': 0.230715, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'NFLX', 'relevance_score': '0.380012', 'ticker_sentiment_score': '0.303739', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.195814', 'ticker_sentiment_score': '0.039839', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.380012', 'ticker_sentiment_score': '0.263413', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.195814', 'ticker_sentiment_score': '0.173387', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
38,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'ESPN Is Said to Talk With Leagues About Taking Stake in Network', 'url': 'https://www.nytimes.com/2023/07/21/business/media/espn-talks-nfl-mlb-nba.html', 'time_published': '20230721T223108', 'authors': ['Kevin Draper', 'Benjamin Mullin', 'Lauren Hirsch'], 'summary': 'The Disney-controlled channel is trying to find a way forward in the streaming age and has had discussions with the N.F.L., the N.B.A. and Major League Baseball.', 'banner_image': 'https://static01.nyt.com/images/2023/07/21/business/21ESPN-TALKS-01/21-ESPN-01-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'source': 'New York Times', 'category_within_source': 'Dealbook', 'source_domain': 'www.nytimes.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.007187, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'III', 'relevance_score': '0.091509', 'ticker_sentiment_score': '-0.054654', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.091509', 'ticker_sentiment_score': '-0.033596', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.091509', 'ticker_sentiment_score': '0.025908', 'ticker_sentiment_label': 'Neutral'}]}"
39,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'In wake of Bud Light trans uproar, Florida Gov. DeSantis orders state pension review - .com', 'url': 'https://www.upi.com/Top_News/US/2023/07/21/desantis-bud-light-trans-investigation-dylan-mulvaney/3121689966869/', 'time_published': '20230721T203331', 'authors': ['Doug Cunningham'], 'summary': 'In wake of Bud Light trans uproar, Florida Gov. DeSantis orders state pension review UPI News ...', 'banner_image': 'https://cdnph.upi.com/sv/ph/og/upi/3121689966869/2023/1/f878aa3c3a5617677fbbff3ba8275982/v1.5/In-wake-of-Bud-Light-trans-uproar-Florida-Gov-DeSantis-orders-state-pension-review.jpg', 'source': 'UPI Business', 'category_within_source': 'n/a', 'source_domain': 'www.upi.com', 'topics': [{'topic': 'Financial Markets', 'relevance_score': '0.161647'}], 'overall_sentiment_score': -0.009708, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.087185', 'ticker_sentiment_score': '-0.124218', 'ticker_sentiment_label': 'Neutral'}]}"
40,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Zacks Market Edge Highlights: VZ, T, MMM, DIS and WBA', 'url': 'https://www.zacks.com/stock/news/2125133/zacks-market-edge-highlights-vz-t-mmm-dis-and-wba', 'time_published': '20230721T090000', 'authors': ['Zacks Investment Research'], 'summary': 'VZ, T, MMM, DIS and WBA have been highlighted in this Market Edge article.', 'banner_image': 'https://staticx-tuner.zacks.com/images/articles/main/30/115.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.972756'}], 'overall_sentiment_score': 0.066764, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'T', 'relevance_score': '0.334008', 'ticker_sentiment_score': '0.102078', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VZ', 'relevance_score': '0.48268', 'ticker_sentiment_score': '0.072459', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.170878', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WBA', 'relevance_score': '0.385455', 'ticker_sentiment_score': '0.03716', 'ticker_sentiment_label': 'Neutral'}]}"
41,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""DeSantis calls for state investment manager to consider action against Bud Light's parent company | Politics"", 'url': 'https://www.cnn.com/2023/07/20/politics/desantis-letter-bud-light-company/index.html', 'time_published': '20230721T012900', 'authors': ['Danielle Wiener-Bronner', 'Steve Contorno'], 'summary': ""DeSantis calls for state investment manager to consider action against Bud Light's parent company ..."", 'banner_image': 'https://media.cnn.com/api/v1/images/stellar/prod/230515212209-ron-desantis-051523.jpg?c=16x9&q=w_850,c_fill', 'source': 'CNN', 'category_within_source': 'Markets', 'source_domain': 'www.cnn.com', 'topics': [{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.77141'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}], 'overall_sentiment_score': -0.067235, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'WBD', 'relevance_score': '0.093289', 'ticker_sentiment_score': '-0.060162', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.031159', 'ticker_sentiment_score': '-0.048895', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOX', 'relevance_score': '0.031159', 'ticker_sentiment_score': '-0.135112', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.031159', 'ticker_sentiment_score': '-0.005755', 'ticker_sentiment_label': 'Neutral'}]}"
